"Date","Loop","Whitesheet.Filename","Whitesheet.Entry.Number","Time","Latitude","Longitude","Species","Multispecies","Sun","Wind","Rain","Activity","Grass.height","Grass.color","Grass.spp.1","Grass.spp.2","Grass.spp.3","Grass.spp.4","Bush.type","Photos.begin","Photos.end","Total.animals","Male..T.","Male..B.","Female..NL.","Female..L.","Female..P.","X2.year.old","X1.year.old","X6.12.months.old","X3.6.months.old","X1.3.months.old","X0.1.months.old","Notes","Distance.to.water","QuickSpecies","Year","Month","Day","Hour","Minute","Other.species.1","Other.species.2","Other.species.3","Number.grasses","GPS.x","GPS.y","Primary.habitat","Secondary.habitat","Tertiary.habitat","Distance.secondary","Distance.tertiary","NDVI","EVI","Distance.from.mob","Closest.mob.size","Scaled.mob.size","Identifier"
"7/5/21","2","DSCN4547",3,1111,0.493962062,36.85473155,"PZ",0,"full","light","no rain","Walking","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Microchloa kunthii","Cynodon nlemfuensis","light",4438,4451,6,1,NA,NA,2,1,NA,NA,NA,1,NA,1,"",0.005969527,"PZ",2021,7,5,11,11,"","",NA,4,261141.2818,54935.20019,"LB","LB","OG",3.19966831444037e-08,4.17157151437415e-08,0.3367689,0.5407977,433.446883805259,120,0.276850531134252,"PZ122"
"6/21/21","2","DSCN7107",2,1008,0.479303033,36.86117933,"PZ",0,"no sun","light","no rain","Walking","hoof","brown","Pennisetum stramineum","Cynodon nlemfuensis","Microchloa kunthii","","medium",7609,7613,8,1,NA,NA,2,NA,NA,NA,NA,2,NA,NA,"",0.001793995,"PZ",2021,6,21,10,8,"","",NA,3,261858.7183,53313.56942,"OG","OG","OG",2.27495153900762e-08,8.08944783891694e-08,0.3488255,0.5673788,931.047649402057,162,0.173997539335418,"PZ74"
"6/21/21","2","DSCN7107",3,1020,0.483049598,36.86025661,"PZ",1,"full","light","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Microchloa kunthii","","light",7614,7662,8,NA,NA,1,2,1,1,1,2,NA,NA,NA,"",0.004865595,"PZ",2021,6,21,10,20,"Oryx","",NA,3,261756.1051,53728,"OG","OG","OG",6.25605017039907e-08,7.14573297024315e-08,0.2864231,0.4203906,508.555596014004,162,0.318549242737086,"PZ75"
"6/21/21","2","DSCN7108",2,1051,0.488250397,36.8572875,"PZ",0,"full","light","no rain","Standing","hoof","brown","Pennisetum mezzianum","Pennisetum stramineum","Cynodon plectostachyus","Enteropogon macrostachyus","light",7663,7689,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.006602947,"PZ",2021,6,21,10,51,"","",NA,4,261425.681,54303.35339,"OG","OG","OG",4.34797510089919e-08,7.52768840088099e-08,0.3348687,0.5113956,313.968210859287,162,0.515975803908865,"PZ76"
"6/22/21","1","DSCN8001",1,1011,0.471868615,36.84001501,"PZ",0,"full","medium","no rain","Grazing","hock","brown with some green","Pennisetum mezzianum","Pennisetum stramineum","Enteropogon macrostachyus","Cynodon plectostachyus","medium",7690,7785,27,2,NA,2,9,4,1,2,NA,5,1,1,"Rongai Area ",0.003967703,"PZ",2021,6,22,10,11,"Impala","",NA,4,259501.8179,52492,"LB","LB","LB",2.34814043249996e-08,6.92281393270471e-08,0.3241964,0.4966407,152.336746211703,150,0.984660652994691,"PZ77"
"6/22/21","1","DSCN8001",2,1037,0.462608782,36.83336112,"PZ",0,"full","medium","no rain","Walking","belly","brown with some green","Cenchrus ciliaris","Pennisetum stramineum","Themeda triandra","Chloris roxburghiana","medium",7786,7793,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rongai Area ",0.009767901,"PZ",2021,6,22,10,37,"","",NA,4,258760.5834,51468.00647,"OG","OG","OG",4.83613779233342e-08,6.42254299242113e-08,0.306828,0.4570914,1413.38141588251,150,0.10612846491004,"PZ78"
"6/22/21","1","DSCN8002",2,1116,0.462850205,36.83950902,"PZ",1,"full","light","no rain","Grazing","belly","brown with some green","Pennisetum stramineum","Cynodon plectostachyus","Cenchrus ciliaris","Enteropogon macrostachyus","",7839,7913,3,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,"Soing'ash Dam Area",0.003830163,"PZ",2021,6,22,11,16,"Impala","",NA,4,259445.1673,51494.5,"MB","MB","MB",6.90148774250074e-08,7.24179324274837e-08,0.4007667,0.6857402,1112.31492690346,150,0.134853894676723,"PZ79"
"6/23/21","2","DSCN8259",2,1014,0.498823178,36.85371225,"PZ",1,"part","light","no rain","Walking","hoof","brown","Cynodon nlemfuensis","Cynodon plectostachyus","Pennisetum stramineum","Enteropogon macrostachyus","light",8006,8045,9,1,NA,NA,3,1,NA,NA,NA,NA,2,1,"",0.004908401,"PZ",2021,6,23,10,14,"","",NA,4,261027.9594,55472.91535,"LB","LB","MB",2.73674869833143e-08,5.22068789831369e-08,0.3097813,0.4559926,421.992652588401,80,0.189576760422914,"PZ82"
"6/23/21","2","DSCN8260",1,1029,0.498397601,36.84664488,"PZ",1,"full","no wind","no rain","Walking","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Pennisetum mezzianum","Enteropogon macrostachyus","light",8046,8069,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.001331184,"PZ",2021,6,23,10,29,"Impala","",NA,4,260240.9961,55426.10151,"LB","OG","LB",1.93201092018198e-08,7.43146982003027e-08,0.3153602,0.471066,0,100,1e+12,"PZ83"
"6/23/21","2","DSCN8260",2,1039,0.498133825,36.84461536,"PZ",0,"part","no wind","no rain","Walking","hoof","brown","Pennisetum stramineum","Cynodon nlemfuensis","Cynodon plectostachyus","Pennisetum mezzianum","light",8070,8090,8,1,NA,NA,3,1,NA,NA,NA,NA,3,NA,"",0.000285583,"PZ",2021,6,23,10,39,"","",NA,4,260015,55397,"LB","MB","LB",5.90812202250977e-08,6.59309952234904e-08,0.3599197,0.5664772,227.862096671398,100,0.438861932110487,"PZ84"
