"Date","Loop","Whitesheet.Filename","Whitesheet.Entry.Number","Time","Latitude","Longitude","Species","Multispecies","Sun","Wind","Rain","Activity","Grass.height","Grass.color","Grass.spp.1","Grass.spp.2","Grass.spp.3","Grass.spp.4","Bush.type","Photos.begin","Photos.end","Total.animals","Male..T.","Male..B.","Female..NL.","Female..L.","Female..P.","X2.year.old","X1.year.old","X6.12.months.old","X3.6.months.old","X1.3.months.old","X0.1.months.old","Notes","Distance.to.water","QuickSpecies","Year","Month","Day","Hour","Minute","Other.species.1","Other.species.2","Other.species.3","Number.grasses","Primary.habitat","Secondary.habitat","Tertiary.habitat","Distance.secondary","Distance.tertiary","NDVI","EVI","Distance.to.mob","Closest.mob.size","Scaled.mob.size"
"6/18/21","2","DSCN7112","1","1041","0.499592772","36.85476823","Cattle","","full","no wind","no rain","Grazing","hoof","brown","Enteropogon macrostachyus","Pennisetum stramineum","Pennisetum mezzianum","Aristida adscensionis","light","3515","3530","300","","","","","","","","","","","","","0.003994164","Cattle","2021","6","18","10","41","Impala","","","4","LB","LB","LB","3.54537560839606e-08","4.45554980841032e-08","0.3253307","0.5028018","","",""
"6/18/21","2","DSCN7112","3","1110","0.48732613","36.84671643","GZ","0","full","no wind","no rain","Walking","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Microchloa kunthii","Pennisetum mezzianum","light","3531","3537","1","1","","","","","","","","","","","","0.001650084","GZ","2021","6","18","11","10","","","","4","LB","LB","LB","4.56240617994399e-08","5.01071818002485e-08","0.3153998","0.4807765","4.24336162143185e-06","220","51844465.5865101"
"6/21/21","1","DSCN3627","2","1053","0.46701693","36.8402486","GZ","1","part","no wind","no rain","Grazing","hock","brown","Pennisetum stramineum","Enteropogon macrostachyus","Pennisetum mezzianum","Cynodon plectostachyus","light","3538","3555","1","1","","","","","","","","","","","","0.003431691","GZ","2021","6","21","10","53","","","","4","LB","LB","LB","2.68648408999854e-08","5.73272609002275e-08","0.3510002","0.549187","2.29772075382158e-05","100","4352120.01378667"
"6/21/21","1","DSCN3627","2","1053","0.46701693","36.8402486","PZ","1","part","no wind","no rain","Grazing","hock","brown","Pennisetum stramineum","Enteropogon macrostachyus","Pennisetum mezzianum","Cynodon plectostachyus","light","3538","3555","7","1","","2","1","1","1","","1","","","","","0.003431691","PZ","2021","6","21","10","53","","","","4","LB","LB","LB","2.68648408999854e-08","5.73272609002275e-08","0.3510002","0.549187","2.29772075382158e-05","100","4352120.01378667"
"6/21/21","1","DSCN3627","3","1136","0.470712417","36.83985874","GZ","1","part","light","no rain","Grazing","hoof","brown","Pennisetum stramineum","Enteropogon macrostachyus","Cynodon plectostachyus","Cenchrus ciliaris","light","3556","3604","5","","3","","1","","","","","1","","","","0.003908117","GZ","2021","6","21","11","36","Giraffe","","","4","LB","LB","LB","3.44645612908377e-08","5.88165482889023e-08","0.3317647","0.5071132","7.23506657286432e-05","100","1382155.37863217"
"6/21/21","1","DSCN3627","3","1136","0.470712417","36.83985874","PZ","1","part","light","no rain","Grazing","hoof","brown","Pennisetum stramineum","Enteropogon macrostachyus","Cynodon plectostachyus","Cenchrus ciliaris","light","3556","3604","4","1","","2","","","1","","","","","","","0.003908117","PZ","2021","6","21","11","36","Giraffe","","","4","LB","LB","LB","3.44645612908377e-08","5.88165482889023e-08","0.3317647","0.5071132","7.23506657286432e-05","100","1382155.37863217"
"6/21/21","1","DSCN3628","1","1149","0.483614058","36.84230352","PZ","0","part","no wind","no rain","Walking","hoof","brown","Pennisetum stramineum","Cynodon plectostachyus","Eragrostis tenuifolia","Microchloa kunthii","light","3605","3610","1","1","","","","","","","","","","","","4.45e-06","PZ","2021","6","21","11","49","","","","4","MB","MB","LB","2.77522897630659e-08","8.01180777646729e-08","0.3691625","0.6006962","9.84565184760843e-06","300","30469994.0282236"
"6/21/21","1","DSCN3628","2","1253","0.454465578","36.84203038","GZ","0","full","light","no rain","Grazing","hoof","brown","Pennisetum mezzianum","Cynodon plectostachyus","Pennisetum stramineum","Eragrostis tenuifolia","light","3611","3621","2","","2","","","","","","","","","","","7.52e-05","GZ","2021","6","21","12","53","Elephant","","","4","LB","LB","LB","3.01415728844078e-08","6.41221648838371e-08","0.3675","0.582086","6.21831560085304e-05","100","1608149.94934138"
"6/25/21","1","DSCN1592","1","941","0.427487015","36.85246146","PZ","0","full","light","no rain","Standing","hock","brown","Pennisetum stramineum","Pennisetum mezzianum","","","medium","3629","3635","3","","2","","","","","1","","","","","","0.011520227","PZ","2021","6","25","9","41","Warthog","","","2","OG","OG","OG","4.1797520824983e-08","6.61525858255886e-08","0.2548463","0.3852201","0.00119074294926421","140","117573.644529363"
"6/25/21","1","DSCN1592","2","1007","0.468710434","36.84056208","PZ","0","full","light","no rain","Grazing","hoof","brown","Cynodon nlemfuensis","Pennisetum stramineum","Cynodon plectostachyus","","medium","3636","3647","9","2","","4","","1","","","","","","","","0.003482705","PZ","2021","6","25","10","7","Giraffe","","","3","LB","LB","OG","3.80091363561761e-08","6.92243603538058e-08","0.3420985","0.5414117","1.68545838691817e-05","150","8899603.28916465"
"6/25/21","1","DSCN1592","3","1020","0.469789343","36.84041403","PZ","0","full","light","no rain","Standing","hoof","brown","Pennisetum stramineum","Chloris roxburghiana","Enteropogon macrostachyus","Cynodon plectostachyus","light","3648","3668","12","1","","4","3","","","","2","","1","","","0.003424029","PZ","2021","6","25","10","20","","","","4","LB","LB","LB","3.30898857505672e-08","4.88640127481082e-08","0.365894","0.6035503","9.37965428902487e-06","150","15991890.1261106"
"6/25/21","1","DSCN5579","3","1100","0.465458574","36.83977468","GZ","0","full","light","no rain","Standing","hoof","brown with some green","Pennisetum stramineum","Pennisetum mezzianum","Enteropogon macrostachyus","Cynodon plectostachyus","light","3669","3679","5","","5","","","","","","","","","","Old Boma Glade","0.003892546","GZ","2021","6","25","11","0","Elephant"," Giraffe","","4","MB","LB","MB","3.10655806760064e-08","7.87652446764213e-08","0.3551222","0.5814372","3.07131493558208e-05","140","4558293.34037778"
"6/25/21","1","DSCN5572","1","1125","0.475955497","36.85039919","GZ","0","full","light","no rain","Walking","belly","brown","Pennisetum stramineum","Pennisetum mezzianum","Cynodon nlemfuensis","Microchloa kunthii","medium","3680","3691","5","1","","4","","","","","","","","","","0.000447232","GZ","2021","6","25","11","25","","","","4","MB","MB","LB","3.4129186309282e-08","3.84253193081933e-08","0.3991485","0.6528552","1.66144724881204e-05","160","9630100.32996044"
"6/25/21","1","DSCN5572","2","1140","0.451013563","36.84301555","PZ","0","full","light","no rain","Resting","hoof","brown","Cynodon nlemfuensis","Cynodon plectostachyus","Pennisetum stramineum","","medium","3691","3704","4","","4","","","","","","","","","","","0.001352934","PZ","2021","6","25","11","40","","","","3","LB","LB","LB","6.5125691268979e-08","7.01400982706297e-08","0.3565121","0.5299426","8.58900090386773e-05","140","1629989.78074363"
"6/7/21","2","DSCN2754","1","1025","0.476369231","36.86187213","GZ","0","full","light","no rain","Grazing","hoof","green with some brown","Cymbopogon pospischilii","Pennisetum stramineum","Cynodon nlemfuensis","","light","5625","5642","5","","5","","","","","","","","","","","0.000790228","GZ","2021","6","7","10","25","Cattle","","","3","MB","MB","LB","5.38141538609934e-08","7.3162912858175e-08","0.3703794","0.5904621","","",""
"6/7/21","2","DSCN2754","2","1110","0.499373496","36.85224601","GZ","1","full","light","no rain","Grazing","hoof","green with some brown","Cynodon dactylon","Cynodon nlemfuensis","Pennisetum stramineum","","open grassland","5643","5746","21","1","1","6","6","1","","","3","3","","","","0.004344033","GZ","2021","6","7","11","10","","","","3","MB","MB","OG","2.39474817161185e-08","5.5777287715873e-08","0.2943809","0.4161395","","",""
"6/7/21","2","DSCN2754","2","1110","0.499373496","36.85224601","PZ","1","full","light","no rain","Grazing","hoof","green with some brown","Cynodon dactylon","Cynodon nlemfuensis","Pennisetum stramineum","","open grassland","5643","5746","16","","","","","","","","","","","","","0.004344033","PZ","2021","6","7","11","10","","","","3","MB","MB","OG","2.39474817161185e-08","5.5777287715873e-08","0.2943809","0.4161395","","",""
"6/7/21","2","DSCN2754","3","1131","0.500721663","36.85005174","PZ","0","full","no wind","no rain","Walking","hoof","green with some brown","Cynodon nlemfuensis","Cynodon plectostachyus","Enteropogon macrostachyus","Pennisetum stramineum","medium","5747","5775","8","1","","2","2","1","","","","","2","","","0.002620371","PZ","2021","6","7","11","31","Elephant","","","4","LB","OG","OG","1.93576519688211e-08","7.47337449705644e-08","0.296347","0.4337655","","",""
"6/7/21","2","DSCN2757","1","1158","0.487940379","34.74379547","PZ","0","full","light","no rain","Grazing","hock","brown with some green","Cenchrus ciliaris","Pennisetum stramineum","Pennisetum mezzianum","Chloris roxburghiana","medium","5775","5786","5","1","","","","2","1","","","","","","","1.985161552","PZ","2021","6","7","11","58","","","","4","MB","MB","MB","4.32113730822577","4.32113733024415","0.3125562","0.4637204","","",""
"6/7/21","2","DSCN2757","2","1209","0.480635235","36.84473683","GZ","0","full","light","no rain","Drinking","hoof","green with some brown","Cenchrus ciliaris","Cynodon dactylon","Pennisetum mezzianum","Pennisetum stramineum","open grassland","5787","5794","1","1","","","","","","","","","","","","0.000619318","GZ","2021","6","7","12","9","Warthog","","","4","MB","MB","MB","2.66944221251419e-08","7.96041371249837e-08","0.4609088","0.8109853","","",""
"6/7/21","2","DSCN2757","3","1216","0.481029653","36.84618201","PZ","0","full","no wind","no rain","Resting","hoof","green with some brown","Cynodon plectostachyus","Cenchrus ciliaris","Bothriochloa insculpta","","light","5795","5813","7","1","","2","2","","","","","","2","","","0.002104784","PZ","2021","6","7","12","16","","","","3","LB","LB","LB","2.67556249092306e-08","5.85328419083625e-08","0.3165415","0.4744102","","",""
"6/7/21","2","DSCN2755","1","1226","0.492809851","36.84799289","PZ","0","full","light","no rain","Standing","hoof","green with some brown","Cynodon dactylon","Eragrostis tenuifolia","Aristida adscensionis","","open grassland","5814","5825","6","1","","2","1","1","","","","1","","","","0.000714718","PZ","2021","6","7","12","26","","","","3","OG","OG","OG","2.03241327002235e-08","7.07664937018539e-08","0.2899847","0.4365105","","",""
"6/7/21","2","DSCN2755","2","1249","0.488408154","36.85745372","PZ","0","full","light","no rain","Grazing","hoof","brown with some green","Eragrostis tenuifolia","Pennisetum stramineum","Cynodon nlemfuensis","","open grassland","5845","5844","6","1","","","2","1","","","","","2","","","0.006749111","PZ","2021","6","7","12","49","","","","3","OG","OG","OG","2.93793949170825e-08","5.9148750915384e-08","0.3250993","0.491006","","",""
"6/7/21","2","DSCN2755","3","1229","0.486544831","36.84900169","GZ","0","full","light","no rain","Resting","hoof","brown with some green","Cynodon nlemfuensis","Cynodon dactylon","","","open grassland","5845","5854","1","1","","","","","","","","","","","","0.002748088","GZ","2021","6","7","12","29","Eland","","","2","OG","LB","LB","4.41586296601172e-08","6.22878886613279e-08","0.2902594","0.4243595","","",""
"6/7/21","2","DSCN2758","1","1318","0.481563793","36.84589527","GZ","0","full","light","no rain","Walking","hoof","green with some brown","Cynodon dactylon","Cynodon plectostachyus","Pennisetum stramineum","","medium","5855","5867","8","","8","","","","","","","","","","","0.001913612","GZ","2021","6","7","13","18","","","","3","LB","OG","OG","3.04876221492222e-08","5.06056991486032e-08","0.3177109","0.4858544","","",""
"6/8/21","1","DSCN6080","1","951","0.447381873","36.84068739","PZ","1","full","no wind","no rain","Grazing","hock","brown with some green","Pennisetum mezzianum","Pennisetum stramineum","Cynodon plectostachyus","Enteropogon macrostachyus","medium","5868","5924","14","2","","3","2","3","","1","","1","1","","","0.001412465","PZ","2021","6","8","9","51","Giraffe","","","4","LB","LB","LB","3.57355704282584e-08","3.94213734302512e-08","0.3222431","0.5010012","","",""
"6/8/21","1","DSCN6080","1","951","0.447381873","36.84068739","GZ","1","full","no wind","no rain","Grazing","hock","brown with some green","Pennisetum mezzianum","Pennisetum stramineum","Cynodon plectostachyus","Enteropogon macrostachyus","medium","5868","5924","3","","1","2","","","","","","","","","","0.001412465","GZ","2021","6","8","9","51","Giraffe","","","4","LB","LB","LB","3.57355704282584e-08","3.94213734302512e-08","0.3222431","0.5010012","","",""
"6/8/21","1","DSCN6080","2","1025","0.460881632","36.83240176","PZ","0","full","light","no rain","Grazing","hock","brown with some green","Pennisetum stramineum","Chloris roxburghiana","Cynodon nlemfuensis","Pennisetum mezzianum","medium","5925","5945","9","1","","","3","2","","","1","2","","","","0.010350338","PZ","2021","6","8","10","25","Impala","","","4","OG","OG","OG","3.73990190242204e-08","4.22790170239467e-08","0.3184091","0.5035782","","",""
"6/8/21","1","DSCN6080","3","1051","0.478885207","36.84279846","GZ","0","full","medium","no rain","Standing","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Pennisetum mezzianum","Microchloa kunthii","open grassland","5946","5959","4","","","","2","","","","1","","1","","","0.001658872","GZ","2021","6","8","10","51","","","","4","LB","LB","LB","2.3409552048803e-08","6.11605750499407e-08","0.3489916","0.5377232","","",""
"6/8/21","1","DSCN6081","1","1106","0.451053681","36.84328489","PZ","0","full","light","no rain","Walking","hock","brown with some green","Cynodon plectostachyus","Pennisetum mezzianum","Cynodon dactylon","Cymbopogon pospischilii","medium","5960","5974","6","1","","1","2","","","","","2","","","","0.001200745","PZ","2021","6","8","11","6","Warthog","","","4","LB","LB","LB","4.62570824610125e-08","7.32514914614478e-08","0.3016345","0.4312115","","",""
"6/8/21","1","DSCN6081","2","1126","0.46289419","36.85023041","PZ","0","full","medium","no rain","Grazing","hock","green with some brown","Cenchrus ciliaris","Pennisetum mezzianum","Pennisetum stramineum","Enteropogon macrostachyus","light","5975","5991","7","1","","","1","3","","1","","","1","","Rongai Area","0.00150256","PZ","2021","6","8","11","26","Elephant","","","4","LB","LB","LB","4.56554642004621e-08","5.74724521999253e-08","0.3203343","0.4947204","","",""
"6/8/21","1","DSCN6081","3","1136","0.469643126","36.85229486","PZ","0","full","light","no rain","Resting","belly","brown with some green","Pennisetum mezzianum","Cynodon plectostachyus","Pennisetum stramineum","Cyperus","","5992","6017","6","1","","1","2","","","","1","","1","","","0.002187602","PZ","2021","6","8","11","36","","","","4","LB","MB","LB","2.34495978762223e-08","6.42870338759075e-08","0.3316102","0.5085216","","",""
"6/8/21","1","DSCN6082","1","1142","0.46977749","36.8540047","PZ","0","full","medium","no rain","Grazing","belly","green with some brown","Cenchrus ciliaris","Pennisetum mezzianum","Pennisetum stramineum","Chloris roxburghiana","medium","6018","6074","14","","","","","","","1","","","","","","0.003812961","PZ","2021","6","8","11","42","Eland","","","4","LB","LB","LB","3.66166660999609e-08","5.35455061003352e-08","0.3342275","0.5124198","","",""
"6/9/21","2","DSCN6198","1","952","0.469912579","36.85792599","PZ","1","full","light","no rain","Grazing","hock","green with some brown","Pennisetum stramineum","Pennisetum mezzianum","Enteropogon macrostachyus","Cyperus","medium","6083","6106","4","","","","","","","","","","","","","0.005711959","PZ","2021","6","9","9","52","","","","4","MB","LB","MB","3.26588709417155e-08","5.79318399406799e-08","0.3888303","0.6145391","0.000307667171361791","",""
"6/9/21","2","DSCN6198","1","952","0.469912579","36.85792599","GZ","1","full","light","no rain","Grazing","hock","green with some brown","Pennisetum stramineum","Pennisetum mezzianum","Enteropogon macrostachyus","Cyperus","medium","6083","6106","12","","4","4","","2","","2","","","","","","0.005711959","GZ","2021","6","9","9","52","","","","4","MB","LB","MB","3.26588709417155e-08","5.79318399406799e-08","0.3888303","0.6145391","0.000307667171361791","",""
"6/9/21","2","DSCN6198","2","1009","0.478847062","36.86111532","GZ","0","full","medium","no rain","Grazing","hoof","brown with some green","Cynodon nlemfuensis","Chloris roxburghiana","Pennisetum mezzianum","Pennisetum stramineum","light","6107","6123","1","","","1","","","","","","","","","","0.001730443","GZ","2021","6","9","10","9","Elephant","","","4","OG","OG","OG","3.42877958444868e-08","5.41806638436282e-08","0.3515625","0.5597015","0.000275475414567247","",""
"6/9/21","2","DSCN6198","3","1019","0.496834321","36.85184016","GZ","0","full","medium","no rain","Grazing","","","Cynodon plectostachyus","Eragrostis tenuifolia","Eragrostis superba","Pennisetum stramineum","light","6124","6134","3","1","","1","","","","1","","","","","","0.00357756","GZ","2021","6","9","10","19","Eland","","","4","LB","MB","LB","4.46091080417299e-08","6.53226390408287e-08","0.2942366","0.4032146","4.22497581057062e-06","350","82838750.2833306"
"6/9/21","2","DSCN6199","1","1040","0.497810044","36.84302495","GZ","0","full","light","no rain","Grazing","hoof","green","Cenchrus ciliaris","Cynodon nlemfuensis","Cynodon plectostachyus","Chloris virgata","light","6135","6186","16","","","2","6","","1","1","1","3","2","","","0.000992661","GZ","2021","6","9","10","40","Impala","","","4","LB","OG","OG","3.56593060360202e-08","7.16367988358996e-08","0.3095983","0.4558657","8.87240526682607e-05","350","3944810.84884123"
"6/9/21","2","DSCN6199","2","1101","0.498814734","36.85239056","GZ","0","full","medium","no rain","Standing","hoof","brown with some green","Cynodon plectostachyus","Digitaria macroblefara","Cenchrus ciliaris","Cymbopogon pospischilii","light","6187","6197","1","1","","","","","","","","","","","","0.004425795","GZ","2021","6","9","11","1","","","","4","MB","OG","MB","2.63040587558042e-08","6.18795347570838e-08","0.3076345","0.435445","0","350","3.5e+12"
"6/10/21","2","DSCN6458","2","1059","0.496590633","36.85310846","PZ","1","full","medium","no rain","Grazing","hock","green with some brown","Pennisetum stramineum","Cyperus","Pennisetum mezzianum","Cymbopogon pospischilii","light","6221","6282","16","","","","","","","","","","","","","0.004765989","PZ","2021","6","10","10","59","Eland","","","4","MB","MB","MB","2.22269014893781e-08","6.60825644887753e-08","0.3300866","0.4862883","5.46200566819795e-06","350","64077852.2535379"
"6/10/21","2","DSCN6458","2","1059","0.496590633","36.85310846","GZ","1","full","medium","no rain","Grazing","hock","green with some brown","Pennisetum stramineum","Cyperus","Pennisetum mezzianum","Cymbopogon pospischilii","light","6221","6282","1","1","","","","","","","","","","","","0.004765989","GZ","2021","6","10","10","59","Eland","","","4","MB","MB","MB","2.22269014893781e-08","6.60825644887753e-08","0.3300866","0.4862883","5.46200566819795e-06","350","64077852.2535379"
"6/10/21","2","DSCN6458","3","1131","0.502432442","36.84585911","GZ","0","full","light","no rain","Walking","hoof","brown with some green","Cynodon nlemfuensis","Aristida adscensionis","Cynodon dactylon","Pennisetum mezzianum","light","6283","6373","18","1","","5","2","5","","3","","1","1","","","0.000582027","GZ","2021","6","10","11","31","Elephant"," Impala","","4","LB","OG","LB","2.69366986635078e-08","6.48484866644714e-08","0.3785366","0.6262105","5.57476502758194e-05","350","6278280.2582764"
"6/10/21","2","DSCN6459","1","1213","0.472681757","36.86037898","PZ","0","part","light","no rain","Standing","hoof","green with some brown","Cymbopogon pospischilii","Pennisetum stramineum","Pennisetum mezzianum","","open grassland","6374","6409","9","","9","","","","","","","","","","","0.002563284","PZ","2021","6","10","12","13","","","","3","MB","MB","MB","3.56017926498156e-08","3.792546424809e-08","0.3387232","0.4914651","0.000314448390324496","200","636034.219129528"
"6/14/21","2","DSCN3240","1","1028","0.490336834","36.85639804","PZ","0","full","light","no rain","Walking","hoof","green with some brown","Cynodon nlemfuensis","Cenchrus ciliaris","Pennisetum stramineum","","light","6537","6559","3","","3","","","","","","","","","","","0.005783007","PZ","2021","6","14","10","28","","","","3","OG","OG","OG","3.54324179577745e-08","7.4803993955293e-08","0.2715469","0.3939335","0.00018074540293301","200","1106528.22202789"
"6/14/21","2","DSCN3240","2","1050","0.498643185","36.85111727","GZ","0","full","light","no rain","Standing","hoof","green with some brown","Cynodon nlemfuensis","Cynodon plectostachyus","Microchloa kunthii","","open grassland","6560","6568","2","","","","1","","","","","1","","","","0.003141403","GZ","2021","6","14","10","50","Eland","","","3","OG","OG","OG","4.61062631252127e-08","6.2111798123318e-08","0.2982702","0.4185528","1.74022702700655e-05","160","9194149.84953066"
"6/14/21","2","DSCN3240","3","1106","0.499494043","36.85384736","GZ","1","full","light","no rain","Walking","hoof","brown with some green","Cynodon plectostachyus","Cynodon nlemfuensis","Enteropogon macrostachyus","","light","6569","6650","13","","2","3","1","3","","3","1","","","","","0.004865271","GZ","2021","6","14","11","6","","","","3","LB","LB","LB","4.54161902463505e-08","6.84902172497746e-08","0.2661993","0.4442947","3.96162576690498e-05","160","4038735.74992987"
"6/14/21","2","DSCN3240","3","1106","0.499494043","36.85384736","PZ","1","full","light","no rain","Walking","hoof","brown with some green","Cynodon plectostachyus","Cynodon nlemfuensis","Enteropogon macrostachyus","","light","6569","6650","25","","","","","","","","","","","","","0.004865271","PZ","2021","6","14","11","6","","","","3","LB","LB","LB","4.54161902463505e-08","6.84902172497746e-08","0.2661993","0.4442947","3.96162576690498e-05","160","4038735.74992987"
"6/14/21","2","DSCN3241","2","1151","0.484150921","36.84095579","PZ","0","full","light","no rain","Walking","hoof","brown with some green","Pennisetum stramineum","Cynodon nlemfuensis","Pennisetum mezzianum","Chloris roxburghiana","medium","6660","6666","3","","","","1","1","","","","","1","","","0.001311361","PZ","2021","6","14","11","51","","","","4","OG","OG","OG","2.6980298339067e-08","8.17237293408428e-08","0.2394063","0.3227022","0.000176767781302889","240","1357712.71472538"
"6/14/21","2","DSCN3241","3","1203","0.49978708","36.84819117","GZ","0","full","light","no rain","Walking","hoof","green with some brown","Cynodon nlemfuensis","Pennisetum stramineum","Pennisetum mezzianum","Cynodon plectostachyus","medium","6667","6675","4","","","","","","1","3","","","","","","0.000581843","GZ","2021","6","14","12","3","","","","4","MB","MB","MB","4.36979532992785e-08","7.14041833002805e-08","0.3617021","0.5518606","1.98952631580186e-06","160","80417110.8560738"
"6/14/21","2","DSCN3242","1","1223","0.504463916","36.85544916","GZ","1","full","light","no rain","Grazing","hoof","green with some brown","Cynodon nlemfuensis","Cynodon dactylon","","","open grassland","6676","6734","14","1","","5","1","4","","2","","","1","","","0.003365167","GZ","2021","6","14","12","23","","","","2","LB","OG","LB","2.86543254560116e-08","6.42734994561856e-08","0.3334882","0.5054914","7.00550639724753e-05","160","2283914.4315309"
"6/14/21","2","DSCN3242","1","1223","0.504463916","36.85544916","PZ","1","full","light","no rain","Grazing","hoof","green with some brown","Cynodon nlemfuensis","Cynodon dactylon","","","open grassland","6676","6734","13","1","","","3","1","","","","","2","1","","0.003365167","PZ","2021","6","14","12","23","","","","2","LB","OG","LB","2.86543254560116e-08","6.42734994561856e-08","0.3334882","0.5054914","7.00550639724753e-05","160","2283914.4315309"
"6/14/21","2","DSCN3242","2","1250","0.485098745","36.85043008","GZ","0","full","light","no rain","Resting","hoof","green with some brown","Cynodon plectostachyus","","","","open grassland","6735","6743","1","","","1","","","","","","","","","","0.003133166","GZ","2021","6","14","12","50","","","","1","LB","LB","LB","3.48999364240311e-08","3.55627314253745e-08","0.2820393","0.4070474","0.000120096554918537","200","1665325.31764238"
"6/15/21","2","DSCN6973","2","934","0.482810944","36.85981999","PZ","0","full","no wind","no rain","Walking","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Cyperus","Eragrostis tenuifolia","light","6744","6761","6","1","","","2","1","","","","","1","1","","0.004989657","PZ","2021","6","15","9","34","Eland"," Giraffe","","4","LB","OG","LB","2.90343652377176e-08","7.65908992350808e-08","0.3273854","0.5121346","2.66234760289372e-05","300","11268208.285541"
"6/15/21","2","DSCN6973","3","956","0.496988257","36.85154497","GZ","1","full","no wind","no rain","Walking","hoof","brown","Pennisetum stramineum","Cynodon plectostachyus","Eragrostis tenuifolia","Microchloa kunthii","light","6745","6874","5","","5","","","","","","","","","","","0.003325998","GZ","2021","6","15","9","56","Impala","","","4","MB","MB","LB","3.78400527491684e-08","4.3152279748777e-08","0.3025271","0.4266223","1.04783263874542e-05","150","14315126.5708746"
"6/15/21","2","DSCN6973","3","956","0.496988257","36.85154497","PZ","1","full","no wind","no rain","Walking","hoof","brown","Pennisetum stramineum","Cynodon plectostachyus","Eragrostis tenuifolia","Microchloa kunthii","light","6745","6874","47","","","","","","","","","","","","","0.003325998","PZ","2021","6","15","9","56","Impala","","","4","MB","MB","LB","3.78400527491684e-08","4.3152279748777e-08","0.3025271","0.4266223","1.04783263874542e-05","150","14315126.5708746"
"6/15/21","2","DSCN6974","1","1013","0.495705957","36.84342744","GZ","0","full","light","no rain","Walking","belly","green with some brown","Chloris roxburghiana","Pennisetum stramineum","Pennisetum mezzianum","Enteropogon macrostachyus","medium","6875","6877","2","","2","","","","","","","","","","","0.000438568","GZ","2021","6","15","10","13","Impala","","","4","MB","LB","MB","2.25995652487713e-08","7.26963382492801e-08","0.3641737","0.5855856","2.27106971385603e-05","239","10523628.8511514"
"6/15/21","2","DSCN6974","3","1045","0.493172361","36.84788146","PZ","0","full","no wind","no rain","Walking","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Chloris roxburghiana","Eragrostis tenuifolia","medium","6878","6905","11","","1","1","1","1","1","1","","","","","","0.000794678","PZ","2021","6","15","10","45","","","","4","OG","OG","OG","1.93500103212775e-08","7.92122393180615e-08","0.2756522","0.398692","3.558133289851e-05","150","4215681.82562657"
"6/15/21","2","DSCN6975","1","1104","0.499025815","36.84902968","GZ","0","full","no wind","no rain","Walking","hoof","brown","Cynodon plectostachyus","Chloris roxburghiana","Pennisetum stramineum","Digitaria macroblefara","light","6906","6962","13","","","6","1","2","3","","","1","","","","0.001112832","GZ","2021","6","15","11","4","","","","4","MB","OG","MB","3.57205606244016e-08","5.33625256253732e-08","0.3484634","0.5278613","0","150","1.5e+12"
"6/15/21","2","DSCN6975","1","1104","0.499025815","36.84902968","Cattle","","full","no wind","no rain","Walking","hoof","brown","Cynodon plectostachyus","Chloris roxburghiana","Pennisetum stramineum","Digitaria macroblefara","light","6906","6962","150","","","","","","","","","","","","","0.001112832","Cattle","2021","6","15","11","4","","","","4","MB","OG","MB","3.57205606244016e-08","5.33625256253732e-08","0.3484634","0.5278613","","",""
"6/15/21","2","DSCN6975","2","1115","0.49365844","36.85341138","GZ","0","full","medium","no rain","Walking","hock","green with some brown","Pennisetum mezzianum","Pennisetum stramineum","Enteropogon macrostachyus","Cynodon dactylon","medium","6963","6971","2","","","","1","","","","","1","","","","0.004710448","GZ","2021","6","15","11","15","Impala","","","4","LB","LB","MB","3.23066439982011e-08","4.80352340013034e-08","0.3265642","0.4945968","4.80080092805914e-05","150","3124472.14122306"
"6/16/21","1","DSCN7375","1","1004","0.461936139","36.83563783","PZ","0","full","no wind","no rain","Grazing","hock","brown","Cymbopogon pospischilii","Digitaria macroblefara","Heteropogon contortus","Pennisetum stramineum","light","6976","6992","8","1","","","3","1","","","","1","2","","","0.007404442","PZ","2021","6","16","10","4","Giraffe","","","4","OG","OG","LB","3.31879742200782e-08","4.42485032229397e-08","0.3125305","0.4911501","0.0006631075473709","220","331771.16999368"
"6/16/21","1","DSCN7375","2","1036","0.474922977","36.84245038","GZ","0","part","light","no rain","Walking","hock","brown","Cenchrus ciliaris","Chloris roxburghiana","Eragrostis tenuifolia","Enteropogon macrostachyus","light","6992","7023","11","","","1","","","10","","","","","","","0.001674325","GZ","2021","6","16","10","36","Giraffe","","","4","LB","LB","LB","4.37642531288662e-08","6.64384001311098e-08","0.3072626","0.4676179","0.000126401435663979","220","1740485.18354112"
"6/16/21","1","DSCN7375","3","1058","0.476837941","36.84171448","GZ","0","part","no wind","no rain","Resting","hoof","brown","Enteropogon macrostachyus","Pennisetum stramineum","Eragrostis tenuifolia","Cynodon plectostachyus","light","7024","7124","13","1","","1","4","1","5","","","1","","","","0.0026709","GZ","2021","6","16","10","58","","","","4","LB","LB","LB","4.75220224799574e-08","5.90143714813038e-08","0.2946907","0.4332569","9.32718196663417e-05","220","2358694.8868105"
