"Date","Loop","Whitesheet.Filename","Whitesheet.Entry.Number","Time","Latitude","Longitude","Species","Multispecies","Sun","Wind","Rain","Activity","Grass.height","Grass.color","Grass.spp.1","Grass.spp.2","Grass.spp.3","Grass.spp.4","Bush.type","Photos.begin","Photos.end","Total.animals","Male..T.","Male..B.","Female..NL.","Female..L.","Female..P.","X2.year.old","X1.year.old","X6.12.months.old","X3.6.months.old","X1.3.months.old","X0.1.months.old","Notes","Distance.to.water","QuickSpecies","Year","Month","Day","Hour","Minute","Other.species.1","Other.species.2","Other.species.3","Number.grasses","GPS.x","GPS.y","Primary.habitat","Secondary.habitat","Tertiary.habitat","Distance.secondary","Distance.tertiary","NDVI","EVI","Distance.from.mob","Closest.mob.size","Scaled.mob.size","Distance.from.herd","Closest.herd.size","Distance.from.herd.opp.sp","Closest.herd.size.opp.sp","Distance.from.opp.sp","Closest.opp.sp.size","Identifier"
"6/4/21","1","DSCN2510","1","1148","0.469732218","36.83658387","PZ","0","full","light","no rain","Walking","belly","green with some brown","Pennisetum stramineum","Pennisetum mezzianum","Enteropogon macrostachyus","Chloris roxburghiana","medium","2294","2330","8","1","","1","3","","","","","1","2","","Soing'ash Dam Area ","0.006972524","PZ","2021","6","4","11","48","","","","4","259119.6837","52255.81417","","","","","","","","","","","","","","","","","PZ12"
"6/4/21","1","DSCN2510","2","1203","0.450930767","36.84259335","PZ","0","full","no wind","no rain","Walking","belly","brown with some green","Themeda triandra","Pennisetum mezzianum","Cynodon plectostachyus","","thick","2331","2348","12","1","4","","1","","","","","","","1","","0.00114117","PZ","2021","6","4","12","3","Elephant"," Oryx","","3","259788.2102","50176","","","","","","","","","","","","","","","","","PZ13"
"6/4/21","1","DSCN2510","3","1215","0.466200303","36.84099728","PZ","0","full","light","no rain","Standing","hock","green with some brown","Pennisetum mezzianum","Cynodon nlemfuensis","Enteropogon macrostachyus","Cenchrus ciliaris","medium","2349","2377","7","1","","1","2","1","","","","1","","1","","0.002660928","PZ","2021","6","4","12","15","","","","4","259611","51865","","","","","","","","","","","","","","","","","PZ14"
"7/8/21","4","DSCN4696","1","1006","0.472043949","36.86584428","PZ","0","no sun","light","no rain","Grazing","hock","brown","Cynodon plectostachyus","Cenchrus ciliaris","Pennisetum stramineum","","medium","2376","2396","5","1","","2","1","","","","","1","","","Daraboi Area","0.002963864","PZ","2021","7","8","10","6","","","","3","262377.9045","52510.5","","","","","","","","1621.48219614636","41","0.0252855073570581","1774.70307882191","3","","","","","PZ141"
"6/4/21","1","DSCN2511","1","1221","0.468424706","36.84108245","GZ","0","full","light","no rain","Grazing","belly","green with some brown","Pennisetum mezzianum","Pennisetum stramineum","Themeda triandra","Chloris roxburghiana","medium","2378","2393","3","","3","","","","","","","","","","Soing'ash Dam Area ","0.002920207","GZ","2021","6","4","12","21","","","","4","259620.5594","52111.0358","","","","","","","","","","","","","","","","","GZ17"
"6/4/21","1","DSCN2511","2","1227","0.47868424","36.84296581","GZ","0","full","medium","no rain","Standing","hoof","brown with some green","Cynodon plectostachyus","Pennisetum stramineum","","Microchloa kunthii","light","2394","2402","2","","1","","","","1","","","","","","Soing'ash Dam Area ","0.001474492","GZ","2021","6","4","12","27","Impala","","","3","259830.6283","53245.76546","","","","","","","","","","","","","","","","","GZ18"
"7/8/21","4","DSCN4698","3","1045","0.484216661","36.87792511","PZ","0","no sun","light","no rain","Standing","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","","","medium","2397","2410","3","1","","","1","","","","","","","1","Uhur-Nwth Exclosure","0.003942567","PZ","2021","7","8","10","45","","","","2","263723.5034","53856.46382","","","","","","","","0","19","1.9e+11","529.450518144964","3","","","","","PZ142"
"6/4/21","1","DSCN2511","3","1234","0.473806177","36.84896161","PZ","0","full","light","no rain","Walking","hock","brown with some green","Cynodon nlemfuensis","Pennisetum mezzianum","Pennisetum stramineum","Chloris roxburghiana","light","2403","2403","1","","1","","","","","","","","","","Rongai Area","0.001056888","PZ","2021","6","4","12","34","","","","4","260498.091","52706","","","","","","","","","","","","","","","","","PZ15"
"6/4/21","1","DSCN2512","1","1244","0.466227576","36.8506015","PZ","0","full","light","no rain","Standing","hoof","","Cenchrus ciliaris","Pennisetum mezzianum","Digitaria macroblefara","Chloris roxburghiana","medium","2404","2459","18","1","","1","1","1","","","","1","","","Rongai Area","0.000555913","PZ","2021","6","4","12","44","Impala","","","4","260680.4337","51867.68729","","","","","","","","","","","","","","","","","PZ16"
"7/8/21","4","DSCN4699","1","1105","0.483541805","36.87280429","PZ","0","no sun","light","no rain","Grazing","hock","","Pennisetum stramineum","Cynodon plectostachyus","Cynodon nlemfuensis","","medium","2411","2438","6","1","","1","2","","","","1","1","","","Tower Area","0.000954961","PZ","2021","7","8","11","5","","","","3","263153.2872","53782","","","","","","","","575.057714696006","19","0.0330401619079933","798.207961018322","41","","","","","PZ143"
"7/8/21","4","DSCN4701","2","1204","0.484245382","36.86640844","PZ","0","part","light","no rain","Resting","hock","brown","Cynodon plectostachyus","Pennisetum stramineum","Microchloa kunthii","","medium","2439","2495","8","1","","","2","","","2","","","1","1","Opposite Tower Area, vigilant","0.001487001","PZ","2021","7","8","12","4","Impala","","","3","262441.1452","53860.04551","","","","","","","","946.46372905709","25","0.02641411311652","1186.83543509559","7","","","","","PZ144"
"6/4/21","1","DSCN2512","2","1251","0.462679441","36.84788225","PZ","1","full","no wind","no rain","Grazing","belly","green with some brown","Cynodon nlemfuensis","Bothriochloa insculpta","Chloris roxburghiana","Cymbopogon pospischilii","medium","2460","2490","10","1","4","","1","2","","","","2","","","","0.003821054","PZ","2021","6","4","12","51","Giraffe","","","4","260377.5244","51475.32676","","","","","","","","","","","","","","","","","PZ17"
"6/4/21","1","DSCN2512","2","1251","0.462679441","36.84788225","GZ","1","full","no wind","no rain","Grazing","belly","green with some brown","Cynodon nlemfuensis","Bothriochloa insculpta","Chloris roxburghiana","Cymbopogon pospischilii","medium","2460","2490","1","","","1","","","","","","","","","","0.003821054","GZ","2021","6","4","12","51","Giraffe","","","4","260377.5244","51475.32676","","","","","","","","","","","","","","","","","GZ19"
"6/7/21","1","DSCN2744","1","1100","0.469817537","36.85597013","PZ","0","full","light","no rain","Grazing","hock","brown with some green","Themeda triandra","Enteropogon macrostachyus","Bothriochloa insculpta","Cenchrus ciliaris","medium","2519","2558","10","1","","","2","2","","","1","1","","","Loitoiporeki Area ","0.005669764","PZ","2021","6","7","11","0","","","","4","261278.3514","52264.58169","","","","","","","","","","","","","","","","","PZ19"
"6/7/21","1","DSCN2744","2","1133","0.463384325","36.84910361","PZ","0","full","light","no rain","Standing","hoof","brown with some green","Pennisetum mezzianum","Cynodon plectostachyus","Eragrostis tenuifolia","Cenchrus ciliaris","medium","2559","2572","6","1","","","2","1","","","","1","","1","Rongai Area (Old Boma 2019)","0.002460657","PZ","2021","6","7","11","33","Impala","","","4","260513.5469","51553.25133","","","","","","","","","","","","","","","","","PZ20"
"7/8/21","3","DSCN4692","1","1246","0.495596572","36.85584544","PZ","0","part","light","no rain","Grazing","hock","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","","medium","2561","2625","19","3","","4","6","","","","","4","2","","Boundary Area 243","0.004009075","PZ","2021","7","8","12","46","","","","3","261265.3713","55115.94955","","","","","","","","575.585169774657","25","0.0434340586116616","1065.54143110963","30","","","","","PZ136"
"6/7/21","1","DSCN2744","3","1156","0.462712747","36.84819748","PZ","0","full","medium","no rain","Grazing","hock","brown with some green","Cenchrus ciliaris","Cynodon plectostachyus","Microchloa kunthii","Chloris roxburghiana","medium","2573","2602","9","1","","","4","","","","1","3","","","Rongai Area (Old Boma 2019)","0.003508515","PZ","2021","6","7","11","56","","","","4","260412.6269","51479","","","","","","","","","","","","","","","","","PZ21"
"6/7/21","1","DSCN2745","1","1213","0.469371946","36.85240759","GZ","0","full","light","no rain","Grazing","belly","brown with some green","Cymbopogon pospischilii","Cenchrus ciliaris","Bothriochloa insculpta","Chloris roxburghiana","medium","2603","2640","8","","8","","","","","","","","","","Nairoshi Area","0.002205942","GZ","2021","6","7","12","13","Eland","","","4","260881.6486","52215.41831","","","","","","","","","","","","","","","","","GZ20"
"7/8/21","3","DSCN4692","2","1259","0.490469768","36.85673158","PZ","0","full","light","no rain","Grazing","hock","brown","Microchloa kunthii","Pennisetum stramineum","Cynodon plectostachyus","Chloris roxburghiana","medium","2626","2684","15","1","7","1","3","","","","1","1","1","","Boundary Area","0.006137273","PZ","2021","7","8","12","59","","","","4","261363.8587","54548.85298","","","","","","","","0","25","2.5e+11","1328.70587784835","30","","","","","PZ137"
"6/7/21","1","DSCN2745","2","1258","0.46055664","36.83395197","PZ","0","full","light","no rain","Grazing","belly","green with some brown","Cenchrus ciliaris","Microchloa kunthii","Cynodon plectostachyus","Pennisetum stramineum","medium","2641","2650","2","","2","","","","","","","","","","Lolakirding Area","0.008776385","PZ","2021","6","7","12","58","Giraffe"," Impala","","4","258826.3064","51241","","","","","","","","","","","","","","","","","PZ22"
"6/7/21","1","DSCN2745","3","1303","0.466059446","36.83595656","GZ","0","full","light","no rain","Walking","hock","green with some brown","Microchloa kunthii","Cenchrus ciliaris","Pennisetum stramineum","Chloris roxburghiana","medium","2651","2661","3","","3","","","","","","","","","","Lolakirding Area","0.007703143","GZ","2021","6","7","13","3","","","","4","259049.7069","51849.59322","","","","","","","","","","","","","","","","","GZ21"
"6/7/21","1","DSCN2746","1","1314","0.470322378","36.83921785","PZ","0","full","light","no rain","Grazing","belly","brown with some green","Eragrostis racemosa","Pennisetum stramineum","Pennisetum mezzianum","Chloris roxburghiana","medium","2662","2678","8","1","","1","3","","","","2","1","","","Ngaremata Dam Area ","0.004552513","PZ","2021","6","7","13","14","","","","4","259413","52321","","","","","","","","","","","","","","","","","PZ23"
"6/7/21","1","DSCN2746","2","1326","0.482998215","36.82700266","GZ","0","full","medium","no rain","Standing","hock","brown with some green","Pennisetum stramineum","Cynodon plectostachyus","Microchloa kunthii","Pennisetum stramineum","medium","2679","2687","2","","2","","","","","","","","","","Ngaremata Dam Area ","0.005445898","GZ","2021","6","7","13","26","","","","4","258053.2696","53723.49866","","","","","","","","","","","","","","","","","GZ22"
"7/8/21","3","DSCN4692","3","1324","0.494555113","36.8629303","PZ","1","full","light","no rain","Standing","hock","brown","Pennisetum stramineum","Cynodon plectostachyus","","","thick","2685","2717","6","","","","","","","","","","","","","0.002250707","PZ","2021","7","8","13","24","Impala","","","2","262054.225","55000.5","","","","","","","","578.366366872485","30","0.0518702360965762","824.979186919621","25","","","","","PZ138"
"7/8/21","3","DSCN4692","3","1324","0.494555113","36.8629303","GZ","1","full","light","no rain","Standing","hock","brown","Pennisetum stramineum","Cynodon plectostachyus","","","thick","2685","2717","4","","","","2","","","","","","","2","","0.002250707","GZ","2021","7","8","13","24","Impala","","","2","262054.225","55000.5","","","","","","","","578.366366872485","30","0.0518702360965762","824.979186919621","25","","","","","GZ103"
"6/7/21","1","DSCN2746","3","1404","0.460702646","36.83262721","GZ","0","full","light","no rain","Grazing","hock","brown with some green","Cenchrus ciliaris","Cynodon plectostachyus","Microchloa kunthii","Harpachne schimperi ","medium","2688","2739","9","","","2","","3","4","","","","","","Lolakirding Area","0.010081555","GZ","2021","6","7","14","4","Impala","","","4","258678.7966","51257.19481","","","","","","","","","","","","","","","","","GZ23"
"6/11/21","2","DSCN6467","1","1049","0.468179402","36.85649734","PZ","0","full","light","no rain","Grazing","hock","green with some brown","Cynodon plectostachyus","Pennisetum stramineum","Pennisetum mezzianum","","medium","2762","2799","15","2","","","5","2","","1","1","3","1","","","0.00564316","PZ","2021","6","11","10","49","Impala","","","3","261337","52083.37307","","","","","","","","3515.71554252064","240","0.0682649085505711","","","","","","","PZ39"
"6/11/21","2","DSCN6467","2","1112","0.487034912","36.83918047","PZ","0","full","light","no rain","Standing","hoof","brown with some green","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","Pennisetum mezzianum","light","2800","2820","8","1","","","2","2","","1","","1","1","","","0.004004867","PZ","2021","6","11","11","12","Giraffe","","","4","259409.424","54169.55893","","","","","","","","1224.96480251424","240","0.195923996760871","","","","","","","PZ40"
"6/11/21","2","DSCN6467","3","1116","0.493316713","36.83986356","GZ","0","full","light","no rain","Walking","hoof","brown","Cynodon nlemfuensis","Pennisetum stramineum","","","medium","2821","2835","2","","2","","","","","","","","","","","0.00307664","GZ","2021","6","11","11","16","Oryx","","","2","259485.7115","54864.35822","","","","","","","","595.409483661297","240","0.403083939013113","","","","","","","GZ38"
"6/11/21","2","DSCN6468","2","1135","0.506908785","36.84485621","GZ","1","full","light","no rain","Walking","hoof","brown with some green","Cynodon nlemfuensis","Cynodon plectostachyus","Pennisetum stramineum","","open grassland","2836","2868","8","","","2","3","","","","2","1","","","","0.000622674","GZ","2021","6","11","11","35","","","","3","260042.1404","56367.5776","","","","","","","","1084.92906078412","240","0.221212619953714","","","","","","","GZ39"
"6/11/21","2","DSCN6468","2","1135","0.506908785","36.84485621","PZ","1","full","light","no rain","Walking","hoof","brown with some green","Cynodon nlemfuensis","Cynodon plectostachyus","Pennisetum stramineum","","open grassland","2836","2868","4","1","","1","1","","","","1","","","","","0.000622674","PZ","2021","6","11","11","35","","","","3","260042.1404","56367.5776","","","","","","","","1084.92906078412","240","0.221212619953714","","","","","","","PZ41"
"6/11/21","2","DSCN6468","3","1146","0.501219762","36.85362203","PZ","1","full","light","no rain","Grazing","hoof","green with some brown","Cynodon plectostachyus","Cynodon nlemfuensis","","","light","2869","2888","8","1","","","3","1","","","","3","","","","0.005252369","PZ","2021","6","11","11","46","","","","2","261018","55738","","","","","","","","1203.67769772477","240","0.199388923175727","","","","","","","PZ42"
"6/11/21","2","DSCN6468","3","1146","0.501219762","36.85362203","GZ","1","full","light","no rain","Grazing","hoof","green with some brown","Cynodon plectostachyus","Cynodon nlemfuensis","","","light","2869","2888","4","","","2","","2","","","","","","","","0.005252369","GZ","2021","6","11","11","46","","","","2","261018","55738","","","","","","","","1203.67769772477","240","0.199388923175727","","","","","","","GZ40"
"6/11/21","2","DSCN6469","1","1151","0.4996549","36.85290731","PZ","0","full","light","no rain","Resting","hoof","brown with some green","Cynodon nlemfuensis","","","","open grassland","2889","2902","10","1","","1","3","1","","1","","2","1","","","0.00504034","PZ","2021","6","11","11","51","Impala","","","1","260938.3601","55564.93991","","","","","","","","1073.63303402177","240","0.223540066665935","","","","","","","PZ43"
"6/12/21","2","DSCN6473","1","929","0.469275261","36.85893522","PZ","0","full","light","no rain","Walking","hoof","brown with some green","Cynodon plectostachyus","Eragrostis racemosa","Eragrostis tenuifolia","","light","2904","2910","3","","","","","","","","","","","","","0.005235401","PZ","2021","6","12","9","29","","","","3","261608.493","52204.5","","","","","","","","860.136886423534","200","0.232521129086302","2559.52672789117","80","","","","","PZ44"
"6/12/21","2","DSCN6473","3","936","0.481999607","36.86130672","GZ","0","full","light","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Themeda triandra","Pennisetum stramineum","","light","2911","2976","8","","1","5","1","2","1","","1","","","","","0.003380601","GZ","2021","6","12","9","36","Impala","","","3","261872.9971","53611.82613","","","","","","","","682.071999112818","200","0.2932241761282","2630.66156838079","239","","","","","GZ41"
"6/12/21","2","DSCN6474","1","948","0.494588851","36.85550559","GZ","0","full","light","no rain","","","","Cynodon plectostachyus","Cyperus teneristolon","Themeda triandra","Pennisetum stramineum","light","2977","3015","8","","1","2","2","1","1","","1","","1","","","0.00499344","GZ","2021","6","12","9","48","","","","4","261227.493","55004.5","","","","","","","","1236.06024125805","239","0.193356271824364","1965.81576262538","200","","","","","GZ42"
"6/12/21","2","DSCN6474","2","957","0.499494302","36.85235698","PZ","0","part","light","no rain","Resting","hoof","brown with some green","Cynodon plectostachyus","Pennisetum stramineum","","","open grassland","3016","3034","8","","1","","2","3","","","","2","","","","0.004471215","PZ","2021","6","12","9","57","","","","2","260877.0755","55547.19662","","","","","","","","739.388900391985","239","0.323239907812063","2564.04068678648","200","","","","","PZ45"
"6/12/21","2","DSCN6474","3","1000","0.502229636","36.84822441","PZ","0","part","light","no rain","Grazing","hoof","brown","Themeda triandra","Cynodon dactylon","Eragrostis tenuifolia","Pennisetum stramineum","light","3017","3072","8","","1","","2","3","","","2","","","","","0.001006973","PZ","2021","6","12","10","0","Giraffe","","","4","260417.0154","55849.89899","","","","","","","","380.592055853684","239","0.627968966571964","2990.07329023035","200","","","","","PZ46"
"6/12/21","2","DSCN6475","2","1011","0.494827","36.84305705","GZ","0","part","light","no rain","Walking","","brown with some green","","","","","light","3037","3138","19","","12","1","","2","2","2","","","","","","0.00076347","GZ","2021","6","12","10","11","","","","0","259841.3619","55031.29322","","","","","","","","633.057488864797","239","0.377532853182953","2566.89629168003","200","","","","","GZ43"
"6/12/21","2","DSCN6475","2","1011","0.494827","36.84305705","PZ","0","part","light","no rain","Walking","","brown with some green","","","","","light","3139","3147","6","","1","1","2","","","","1","1","","","","0.00076347","PZ","2021","6","12","10","11","","","","0","259841.3619","55031.29322","","","","","","","","633.057488864797","239","0.377532853182953","2566.89629168003","200","","","","","PZ47"
"6/12/21","2","DSCN6475","3","1024","0.491920776","36.83810894","GZ","0","full","no wind","no rain","Grazing","hock","","Pennisetum stramineum","Cynodon plectostachyus","Cynodon nlemfuensis","Chloris roxburghiana","open grassland","3148","3163","5","1","","","2","","","","2","","","","","0.004642319","GZ","2021","6","12","10","24","Impala","","","4","259290.2836","54710.01867","","","","","","","","1222.5649056474","239","0.195490643397309","2744.29202333701","200","","","","","GZ44"
"6/12/21","2","DSCN6476","1","1032","0.482766878","36.83849898","GZ","0","","","","","","","","","","","","3164","3175","3","","1","","","1","","","1","","","","","0.002080432","GZ","2021","6","12","10","32","","","","0","259333.3878","53697.5","","","","","","","","1886.05441577285","80","0.0424165916587376","2056.8577258597","239","","","","","GZ45"
"6/12/21","2","DSCN3247","2","1057","0.463730569","36.8360119","GZ","0","full","light","no rain","Grazing","belly","brown with some green","Cynodon plectostachyus","Pennisetum mezzianum","Eragrostis tenuifolia","Chloris roxburghiana","medium","3176","3195","5","","","1","","","4","","","","","","Rongai Area","0.00742136","GZ","2021","6","12","10","57","Impala"," Oryx","","4","259055.789","51591.99591","","","","","","","","237.921310185572","80","0.336245626495452","1016.82217480964","250","","","","","GZ46"
"6/12/21","2","DSCN3248","1","1158","0.453275435","36.84151147","PZ","0","full","no wind","no rain","Standing","hock","brown with some green","Pennisetum mezzianum","Cynodon plectostachyus","Pennisetum stramineum","","light","3196","3204","5","1","","2","","1","","1","","","","","Soing'ash Dam Area ","0.000680975","PZ","2021","6","12","11","58","Elephant","","","3","259667.8204","50435.377","","","","","","","","1116.98053833077","250","0.22381768654052","1513.82143265347","80","","","","","PZ48"
"6/17/21","2","DSCN7997","2","1100","0.485345348","36.85832857","PZ","1","full","light","no rain","Grazing","hoof","green with some brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","Enteropogon macrostachyus","medium","3271","3329","35","1","12","1","7","2","","","1","4","1","1","","0.007855531","PZ","2021","6","17","11","0","","","","4","261541.5","53981.99554","","","","","","","","0","","","1681.07793903556","162","","","","","PZ66"
"6/17/21","2","DSCN7997","2","1100","0.485345348","36.85832857","GZ","1","full","light","no rain","Grazing","hoof","green with some brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","Enteropogon macrostachyus","medium","3330","3343","1","","","1","","","","","","","","","","0.007855531","GZ","2021","6","17","11","0","","","","4","261541.5","53981.99554","","","","","","","","0","","","1681.07793903556","162","","","","","GZ66"
"6/17/21","2","DSCN7998","1","1218","0.495867459","36.85341515","PZ","0","full","light","no rain","Grazing","hoof","brown with some green","Pennisetum stramineum","Cynodon nlemfuensis","Microchloa kunthii","Digitaria macroblefara","light","3368","3409","22","2","","","7","3","","","1","2","4","","","0.00491446","PZ","2021","6","17","12","18","","","","4","260994.7705","55146","","","","","","","","397.516210837762","162","0.407530549907752","924.674190605392","240","","","","","PZ67"
"6/17/21","2","DSCN7998","2","1240","0.49890006","36.85149937","GZ","0","full","light","no rain","Resting","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","","medium","3410","3441","5","","","2","","2","","","","","","","","0.003549159","GZ","2021","6","17","12","40","","","","3","260781.5596","55481.5","","","","","","","","0","162","1.62e+12","669.210766554125","240","","","","","GZ67"
"6/17/21","1","DSCN8005","1","1345","0.481106358","36.84576039","GZ","0","full","light","no rain","Walking","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Cyperus rubicundus","","open grassland","3442","3445","1","","","","","","1","","","","","","","0.00169746","GZ","2021","6","17","13","45","","","","3","260141.8903","53513.57407","","","","","","","","1475.91530444367","","","1915.48253411153","240","","","","","GZ64"
"6/17/21","1","DSCN8005","2","1407","0.478605384","36.8441942","GZ","1","full","light","no rain","Resting","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","","open grassland","3446","3458","3","","3","","","","","","","","","","","0.000244215","GZ","2021","6","17","14","7","Elephant","","","2","259967.4064","53237","","","","","","","","1741.49045825145","","","2196.78456603148","240","","","","","GZ65"
"6/17/21","1","DSCN8005","2","1407","0.478605384","36.8441942","PZ","1","full","light","no rain","Resting","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","","open grassland","3446","3458","5","","","","","","","","","","","","","0.000244215","PZ","2021","6","17","14","7","Elephant","","","2","259967.4064","53237","","","","","","","","1741.49045825145","","","2196.78456603148","240","","","","","PZ64"
"6/17/21","1","DSCN8005","3","1448","0.463599599","36.85093968","PZ","0","full","light","no rain","Grazing","hoof","brown with some green","Pennisetum stramineum","Enteropogon macrostachyus","","","medium","3459","3464","5","1","","","2","","1","","2","","","","","0.000628761","PZ","2021","6","17","14","48","","","","2","260718","51577","","","","","","","","2542.07706362728","","","3898.86248571553","240","","","","","PZ65"
"6/18/21","2","DSCN7111","1","1018","0.476327475","36.85975704","PZ","0","full","no wind","no rain","Resting","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Digitaria macroblefara","Cyperus rubicundus","light","3475","3499","7","1","","","3","","","","","1","","2","","0.002904219","PZ","2021","6","18","10","18","","","","4","261700.2442","52984.5","","","","","","","","974.024608015862","100","0.102666810650395","1162.35901574318","200","","","","","PZ68"
"6/18/21","2","DSCN7111","2","1026","0.480382894","36.86146569","PZ","0","full","no wind","no rain","Resting","","brown","Cyperus rubicundus","Cynodon plectostachyus","Microchloa kunthii","Pennisetum stramineum","light","3500","3514","5","1","","","","2","","2","","","","","DSCN3510 collared","0.002111801","PZ","2021","6","18","10","26","Impala","","","4","261890.641","53433","","","","","","","","719.690464753511","200","0.277897248601829","1390.42042758124","100","","","","","PZ69"
"6/18/21","2","DSCN7112","1","1041","0.499592772","36.85476823","GZ","1","full","no wind","no rain","Grazing","hoof","brown","Enteropogon macrostachyus","Pennisetum stramineum","Pennisetum mezzianum","Aristida adscensionis","light","3515","3530","6","1","","2","","1","1","1","","","","","","0.003994164","GZ","2021","6","18","10","41","Impala","","","4","261145.5692","55558","","","","","","","","0","300","3e+12","1024.99063302479","300","","","","","GZ71"
"6/18/21","2","DSCN7112","1","1041","0.499592772","36.85476823","PZ","1","full","no wind","no rain","Grazing","hoof","brown","Enteropogon macrostachyus","Pennisetum stramineum","Pennisetum mezzianum","Aristida adscensionis","light","3515","3530","2","","","","","","","","","","","","","0.003994164","PZ","2021","6","18","10","41","Impala","","","4","261145.5692","55558","","","","","","","","0","300","3e+12","1024.99063302479","300","","","","","PZ70"
"6/18/21","2","DSCN7112","1","1041","0.499592772","36.85476823","Cattle","","full","no wind","no rain","Grazing","hoof","brown","Enteropogon macrostachyus","Pennisetum stramineum","Pennisetum mezzianum","Aristida adscensionis","light","3515","3530","300","","","","","","","","","","","","","0.003994164","Cattle","2021","6","18","10","41","Impala","","","4","261145.5692","55558","","","","","","","","","","","","","","","","","CT21"
"6/18/21","2","DSCN7112","3","1110","0.48732613","36.84671643","GZ","0","full","no wind","no rain","Walking","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Microchloa kunthii","Pennisetum mezzianum","light","3531","3537","1","1","","","","","","","","","","","","0.001650084","GZ","2021","6","18","11","10","","","","4","260248.5648","54201.5","","","","","","","","693.296484872128","300","0.432715305134266","1472.37490713758","300","","","","","GZ72"
"6/21/21","1","DSCN3627","2","1053","0.46701693","36.8402486","GZ","1","part","no wind","no rain","Grazing","hock","brown","Pennisetum stramineum","Enteropogon macrostachyus","Pennisetum mezzianum","Cynodon plectostachyus","light","3538","3555","1","1","","","","","","","","","","","","0.003431691","GZ","2021","6","21","10","53","","","","4","259527.6612","51955.35199","","","","","","","","530.293310100911","100","0.188574885059274","2065.45686296784","120","","","","","GZ73"
"6/21/21","1","DSCN3627","2","1053","0.46701693","36.8402486","PZ","1","part","no wind","no rain","Grazing","hock","brown","Pennisetum stramineum","Enteropogon macrostachyus","Pennisetum mezzianum","Cynodon plectostachyus","light","3538","3555","7","1","","2","1","1","1","","1","","","","","0.003431691","PZ","2021","6","21","10","53","","","","4","259527.6612","51955.35199","","","","","","","","530.293310100911","100","0.188574885059274","2065.45686296784","120","","","","","PZ71"
"6/21/21","1","DSCN3627","3","1136","0.470712417","36.83985874","GZ","1","part","light","no rain","Grazing","hoof","brown","Pennisetum stramineum","Enteropogon macrostachyus","Cynodon plectostachyus","Cenchrus ciliaris","light","3556","3604","5","","3","","1","","","","","1","","","","0.003908117","GZ","2021","6","21","11","36","Giraffe","","","4","259484.3771","52364.11958","","","","","","","","940.950596128342","100","0.106275505229979","2060.44021768076","220","","","","","GZ74"
"6/21/21","1","DSCN3627","3","1136","0.470712417","36.83985874","PZ","1","part","light","no rain","Grazing","hoof","brown","Pennisetum stramineum","Enteropogon macrostachyus","Cynodon plectostachyus","Cenchrus ciliaris","light","3556","3604","4","1","","2","","","1","","","","","","","0.003908117","PZ","2021","6","21","11","36","Giraffe","","","4","259484.3771","52364.11958","","","","","","","","940.950596128342","100","0.106275505229979","2060.44021768076","220","","","","","PZ72"
"6/21/21","1","DSCN3628","1","1149","0.483614058","36.84230352","PZ","0","part","no wind","no rain","Walking","hoof","brown","Pennisetum stramineum","Cynodon plectostachyus","Eragrostis tenuifolia","Microchloa kunthii","light","3605","3610","1","1","","","","","","","","","","","","4.45e-06","PZ","2021","6","21","11","49","","","","4","259757.0554","53791.07016","","","","","","","","728.877456833349","220","0.301834002324304","2024.77421663476","162","","","","","PZ73"
"6/21/21","1","DSCN3628","2","1253","0.454465578","36.84203038","GZ","0","full","light","no rain","Grazing","hoof","brown","Pennisetum mezzianum","Cynodon plectostachyus","Pennisetum stramineum","Eragrostis tenuifolia","light","3611","3621","2","","2","","","","","","","","","","","7.52e-05","GZ","2021","6","21","12","53","Elephant","","","4","259725.641","50567","","","","","","","","872.315738044232","100","0.114637390612936","2398.62167175955","120","","","","","GZ75"
"6/25/21","1","DSCN1592","1","941","0.427487015","36.85246146","PZ","0","full","light","no rain","Standing","hock","brown","Pennisetum stramineum","Pennisetum mezzianum","","","medium","3629","3635","3","","2","","","","","1","","","","","","0.011520227","PZ","2021","6","25","9","41","Warthog","","","2","260886.2788","47582.60444","","","","","","","","5394.74990138464","345","0.0639510647030078","5908.45935123096","20","","","","","PZ91"
"6/25/21","1","DSCN1592","2","1007","0.468710434","36.84056208","PZ","0","full","light","no rain","Grazing","hoof","brown","Cynodon nlemfuensis","Pennisetum stramineum","Cynodon plectostachyus","","medium","3636","3647","9","2","","4","","1","","","","","","","","0.003482705","PZ","2021","6","25","10","7","Giraffe","","","3","259562.6255","52142.65787","","","","","","","","696.749771933505","345","0.495156243887333","1338.16788435498","20","","","","","PZ92"
